文件ID,文件名称,文件状态,创建时间,视频时长,视频大小,最近更新,类别,标签,视频地址（原始）,视频地址（原始带水印）,视频地址（手机MP4）,视频地址（标清MP4）,视频地址（高清MP4）,视频地址（超清MP4）,视频地址（手机FLV）,视频地址（标清FLV）,视频地址（高清FLV）,视频地址（手机HLS）,视频地址（标清HLS）,视频地址（高清HLS）,视频地址（超清HLS）,视频含播放器发布HTML,视频含播放器FLASH代码,视频含播放器IFRAME代码,分享（原始）,分享（原始带水印）,分享（手机MP4）,分享（标清MP4）,分享（高清MP4）,分享（超清MP4）,分享（手机FLV）,分享（标清FLV）,分享（高清FLV）,分享（手机HLS）,分享（标清HLS）,分享（高清HLS）,分享（超清HLS）
"	5285890792068818236",VID_20180106_103407_640,正常,"2019-07-28 09:13:02",34,"	2379282","2019-07-28 09:13:03",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ccaee4165285890792068818236/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068818236"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068818236"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068818236"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068818236&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068818236/iplayer.html?appid=1252064124&fileid=5285890792068818236&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068818451",VID_20180106_115015_640,正常,"2019-07-28 09:13:07",33,"	2373191","2019-07-28 09:13:09",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ccaeecd55285890792068818451/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068818451"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068818451"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068818451"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068818451&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068818451/iplayer.html?appid=1252064124&fileid=5285890792068818451&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068864060",VID_20180106_174355_640,正常,"2019-07-28 09:13:11",20,"	1509076","2019-07-28 09:13:13",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd0724f25285890792068864060/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068864060"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068864060"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068864060"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068864060&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068864060/iplayer.html?appid=1252064124&fileid=5285890792068864060&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068879325",VID_20180112_203151_640,正常,"2019-07-28 09:13:17",29,"	2108515","2019-07-28 09:13:18",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd1c079c5285890792068879325/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068879325"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068879325"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068879325"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068879325&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068879325/iplayer.html?appid=1252064124&fileid=5285890792068879325&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068864447",VID_20180113_174021_640,正常,"2019-07-28 09:13:22",27,"	1912521","2019-07-28 09:13:24",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd0735bb5285890792068864447/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068864447"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068864447"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068864447"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068864447&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068864447/iplayer.html?appid=1252064124&fileid=5285890792068864447&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068837888",VID_20180113_174143_640,正常,"2019-07-28 09:13:28",30,"	2205414","2019-07-28 09:13:29",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ccd2a2e45285890792068837888/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068837888"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068837888"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068837888"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068837888&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068837888/iplayer.html?appid=1252064124&fileid=5285890792068837888&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068880018",VID_20180114_102604_640,正常,"2019-07-28 09:13:30",6,"	382191","2019-07-28 09:13:31",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd2923d35285890792068880018/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068880018"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068880018"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068880018"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068880018&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068880018/iplayer.html?appid=1252064124&fileid=5285890792068880018&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068838239",VID_20180114_114322_640,正常,"2019-07-28 09:13:34",18,"	1247672","2019-07-28 09:13:35",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ccd3151b5285890792068838239/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068838239"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068838239"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068838239"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068838239&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068838239/iplayer.html?appid=1252064124&fileid=5285890792068838239&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068880256",VID_20180114_162416_640,正常,"2019-07-28 09:13:38",26,"	2011577","2019-07-28 09:13:39",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd292cd75285890792068880256/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068880256"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068880256"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068880256"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068880256&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068880256/iplayer.html?appid=1252064124&fileid=5285890792068880256&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068838613",VID_20180120_112847_640,正常,"2019-07-28 09:13:43",22,"	1624817","2019-07-28 09:13:45",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ccd325d75285890792068838613/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068838613"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068838613"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068838613"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068838613&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068838613/iplayer.html?appid=1252064124&fileid=5285890792068838613&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068838827",VID_20180120_112937_640,正常,"2019-07-28 09:13:48",27,"	1901703","2019-07-28 09:13:49",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ccd32e7e5285890792068838827/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068838827"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068838827"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068838827"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068838827&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068838827/iplayer.html?appid=1252064124&fileid=5285890792068838827&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068909472",VID_20180127_130053_640,正常,"2019-07-28 09:14:02",99,"	7106935","2019-07-28 09:14:03",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cef289995285890792068909472/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068909472"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068909472"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068909472"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068909472&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068909472/iplayer.html?appid=1252064124&fileid=5285890792068909472&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068866386",VID_20180127_172418_640,正常,"2019-07-28 09:14:05",15,"	1094559","2019-07-28 09:14:06",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd084abf5285890792068866386/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068866386"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068866386"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068866386"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068866386&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068866386/iplayer.html?appid=1252064124&fileid=5285890792068866386&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068910213",VID_20171217_114407_640,正常,"2019-07-28 09:14:09",24,"	1687985","2019-07-28 09:14:10",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ceffa96a5285890792068910213/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068910213"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068910213"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068910213"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068910213&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068910213/iplayer.html?appid=1252064124&fileid=5285890792068910213&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068866717",VID_20171217_155221_640,正常,"2019-07-28 09:14:13",14,"	950918","2019-07-28 09:14:15",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd085add5285890792068866717/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068866717"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068866717"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068866717"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068866717&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068866717/iplayer.html?appid=1252064124&fileid=5285890792068866717&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068866873",VID_20171221_204036_640,正常,"2019-07-28 09:14:18",30,"	2275676","2019-07-28 09:14:21",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd085fe05285890792068866873/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068866873"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068866873"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068866873"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068866873&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068866873/iplayer.html?appid=1252064124&fileid=5285890792068866873&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068910818",VID_20171221_204332_640,正常,"2019-07-28 09:14:33",106,"	7547798","2019-07-28 09:14:35",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/ceffc2f55285890792068910818/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068910818"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068910818"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068910818"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068910818&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068910818/iplayer.html?appid=1252064124&fileid=5285890792068910818&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068911479",VID_20171221_204559_640,正常,"2019-07-28 09:14:36",7,"	544589","2019-07-28 09:14:38",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cf003f195285890792068911479/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068911479"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068911479"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068911479"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068911479&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068911479/iplayer.html?appid=1252064124&fileid=5285890792068911479&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068867873",VID_20171221_204625_640,正常,"2019-07-28 09:14:43",43,"	3108677","2019-07-28 09:14:45",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cd08ec415285890792068867873/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068867873"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068867873"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068867873"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068867873&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068867873/iplayer.html?appid=1252064124&fileid=5285890792068867873&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
"	5285890792068911887",VID_20171221_204719_640,正常,"2019-07-28 09:14:49",38,"	2617260","2019-07-28 09:14:50",其他,,http://1252064124.vod2.myqcloud.com/46ce88bdvodcq1252064124/cf00503c5285890792068911887/f0.mp4,,,,,,,,,,,,,"<div id=""id_video_container_5285890792068911887"" style=""width:100%;height:640px;""></div><script src=""https://imgcache.qq.com/open/qcloud/video/h5/h5connect.js"" charset=""utf-8""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""5285890792068911887"",""app_id"":1252064124,""width"":480,""height"":640};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container_5285890792068911887"",option);})()</script>",https://imgcache.qq.com/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=5285890792068911887&app_id=1252064124&version=1,"<iframe src=""https://playvideo.qcloud.com/vod/5285890792068911887/iplayer.html?appid=1252064124&fileid=5285890792068911887&autoplay=0&sw=480&sh=640"" frameborder=""0"" width=""100%"" height=""640"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""//imgcache.qq.com/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,,,,,,,,,,
